First Name,Last Name,Age,Upstream Data (MB),Downstream Data (MB),Total Data (GB),App Name,Network Provider,City,State,Country,Zipcode
Alexander,Barker,81,528.4230654,2355.638587,2.816466458,TikTok,Verizon,North Christophertown,Maine,USA,63244
Mary,Fitzgerald,86,541.6372137,1155.800449,1.657653967,TikTok,Sprint,Thomashaven,Texas,USA,88064
Austin,Soto,91,315.8311461,4181.017055,4.391453321,Facebook,Verizon,North Lisaville,Ohio,USA,41506
Brandon,Lewis,74,459.9628112,1181.70493,1.603191154,Twitter,AT&T,Sextonshire,Virginia,USA,89886
Leah,Ramirez,80,717.304009,4086.69393,4.691404237,Zoom,Sprint,Porterport,Kansas,USA,58291
Elizabeth,Williams,90,408.4064184,2292.248678,2.637358493,TikTok,T-Mobile,South Sarahfurt,North Dakota,USA,86028
Rodney,Giles,90,196.1040334,2344.299692,2.480863013,Spotify,Sprint,Port Matthew,Nebraska,USA,50982
Peter,Hill,29,545.450983,1399.962069,1.899817433,WhatsApp,Sprint,South Jeremy,Mississippi,USA,52003
Paul,Montgomery,52,233.0835423,4505.861403,4.627875924,Zoom,T-Mobile,Shawnton,Illinois,USA,26363
Brandi,Bell,61,974.5446805,489.4871147,1.42971855,Spotify,Verizon,Port Gabriella,North Carolina,USA,8376
Diane,Barnes,62,396.4365149,764.8111915,1.134030963,Instagram,T-Mobile,Simonberg,Arizona,USA,84454
Eric,Neal,52,910.5683219,3197.629603,4.011912036,Snapchat,AT&T,Tiffanyburgh,Rhode Island,USA,48253
Katie,Walker,26,233.2984566,4258.070565,4.386102561,TikTok,Verizon,New April,Vermont,USA,34801
Samantha,Johnson,38,197.3169153,522.4836884,0.702930277,WhatsApp,Sprint,Port Jeromeborough,Massachusetts,USA,14495
Marissa,Weaver,97,620.7321177,3682.073635,4.201958743,Spotify,Verizon,North Paulborough,Idaho,USA,68506
Thomas,Kramer,22,781.5852875,3725.432089,4.401384157,Twitter,Verizon,Mariafurt,South Dakota,USA,9009
Valerie,Lee,67,571.0969182,2928.537514,3.417611751,YouTube,AT&T,Wrightburgh,Oklahoma,USA,44568
Brooke,Miller,83,237.4977268,2459.303838,2.633595279,WhatsApp,Verizon,Allenmouth,Mississippi,USA,91342
Jerry,Austin,95,47.51541926,1639.384409,1.647363113,Netflix,Verizon,Longshire,Arkansas,USA,34839
Michael,Miles,98,622.105933,1789.735873,2.355314263,Instagram,Verizon,North Georgebury,Connecticut,USA,1440
Margaret,Hill,52,139.7268531,3388.445688,3.445480998,Zoom,Sprint,Port Jaclynland,Maine,USA,75437
Alexander,Wade,24,349.7446232,373.1720915,0.705973354,Zoom,Verizon,Wrightmouth,Michigan,USA,23637
Thomas,Harris,33,679.0269061,2945.428188,3.539506928,Instagram,T-Mobile,Douglasland,Nevada,USA,61399
Jeremy,Anderson,22,107.0432062,1429.724353,1.500749569,Zoom,Verizon,Lake Dustinton,Rhode Island,USA,50970
Jennifer,Phillips,39,135.978965,2359.699264,2.437185771,YouTube,AT&T,Fernandezborough,Florida,USA,31227
Rhonda,Banks,67,71.04954523,2816.949111,2.820311188,Snapchat,Verizon,Port Kaylashire,North Carolina,USA,97511
Dana,Jordan,39,996.1183376,4434.013751,5.302863368,Zoom,Verizon,South Robertburgh,North Carolina,USA,23999
Dawn,Brown,46,393.2060009,2916.420697,3.232057322,Instagram,Sprint,Colebury,Washington,USA,24631
Amy,Armstrong,70,906.7372161,1174.43988,2.032399507,Zoom,T-Mobile,Port Amanda,South Dakota,USA,77636
Sara,Jones,34,300.649782,443.3242932,0.726537183,WhatsApp,Verizon,Ianside,Pennsylvania,USA,67713
John,Willis,74,755.6705395,3153.592578,3.817639763,Instagram,T-Mobile,Port Steven,Wisconsin,USA,43795
Ashley,Browning,70,226.8759501,2747.989562,2.905142102,WhatsApp,AT&T,Lake Kylestad,Virginia,USA,77868
David,Barrett,97,503.3414626,3375.399588,3.787833057,YouTube,Sprint,Daniellestad,Nebraska,USA,50337
Justin,Parker,66,826.3695819,2324.013067,3.076545555,Spotify,T-Mobile,Rodriguezbury,New Hampshire,USA,81573
Andrew,Carroll,76,818.1710549,4134.372944,4.836468749,Netflix,Sprint,Elizabethborough,South Dakota,USA,9585
Erica,Oneill,82,796.3379102,4604.889427,5.274636072,Netflix,Verizon,Port John,Missouri,USA,60292
Nicole,Curry,89,825.4970689,248.02189,1.048358358,Instagram,AT&T,Gregoryberg,Montana,USA,38513
Gina,Smith,28,219.3575585,3733.228354,3.85994718,YouTube,Sprint,Mooreland,Florida,USA,52894
Eric,Zimmerman,70,487.3941098,224.0446965,0.694764459,Zoom,Verizon,Fuentesville,Wisconsin,USA,80162
Hannah,Brown,23,490.0227599,2253.2286,2.678956406,TikTok,T-Mobile,North Jerry,Vermont,USA,46990
Lisa,Mitchell,57,891.5974625,2334.935923,3.150911509,TikTok,AT&T,Hayeshaven,South Dakota,USA,44231
Sheri,Conner,33,303.9229111,3496.281068,3.711136698,Instagram,AT&T,Joneschester,Delaware,USA,73320
Paula,Cohen,93,932.1809345,1794.396326,2.662673106,Snapchat,T-Mobile,North Davidton,Tennessee,USA,49389
John,Hernandez,22,456.2877789,4113.461625,4.462645902,Snapchat,T-Mobile,East Biancaborough,Maryland,USA,12639
James,Kirby,68,673.0891331,1747.177087,2.36354123,Instagram,AT&T,Gutierrezstad,New York,USA,85519
Jay,Jr.,55,276.1942812,1745.463547,1.974275223,WhatsApp,Sprint,Mcmillanhaven,Louisiana,USA,14839
James,Anderson,63,416.1951258,1152.665305,1.532090264,Snapchat,AT&T,North Matthewfurt,Oregon,USA,91110
Mrs.,Murray,36,712.7029227,3435.151539,4.050639123,Snapchat,T-Mobile,New Lee,Michigan,USA,67756
Brian,Pratt,89,517.6196704,429.1067757,0.924537545,Snapchat,Sprint,Suzannechester,Utah,USA,69613
Juan,Henderson,41,931.4009316,1847.122675,2.71340196,Twitter,Verizon,Robinfort,California,USA,35316
Stephanie,Smith,98,739.7537162,1371.109193,2.06138956,Zoom,AT&T,Port David,New Jersey,USA,51885
Alexandra,Sanders,18,568.7588963,1185.211394,1.712861611,TikTok,T-Mobile,Josephton,Vermont,USA,50708
Troy,Decker,93,887.8030591,351.86742,1.210615702,Snapchat,Verizon,Erikside,Delaware,USA,1381
Mrs.,Sosa,60,668.9008249,992.3964228,1.622360593,Facebook,AT&T,East Erin,Oklahoma,USA,89670
Christopher,Lee,53,650.8472687,2258.90983,2.841559667,YouTube,AT&T,West Mallory,Ohio,USA,92577
Lisa,Aguilar,30,253.9076198,2543.520204,2.731863109,Instagram,Sprint,Kathleenport,Illinois,USA,45053
Kaitlyn,Clay,37,400.9083959,1384.048135,1.743121612,Snapchat,T-Mobile,Petersonville,Delaware,USA,33685
Krista,Garza,88,686.4706161,3268.705367,3.862476546,WhatsApp,Verizon,Santiagomouth,Pennsylvania,USA,50807
Drew,Washington,34,892.8737944,1712.177021,2.543994937,YouTube,AT&T,South Nicoleborough,Idaho,USA,61837
Samantha,Fisher,69,322.3919989,1867.866899,2.138924705,Netflix,Sprint,Ashleyland,Utah,USA,97823
James,Foster,55,223.3307657,3923.990454,4.050118379,Netflix,Verizon,Lake Patricia,North Carolina,USA,46993
Jon,Macdonald,95,597.759019,2782.235271,3.300775674,Zoom,Verizon,Jamesburgh,Indiana,USA,6398
Kelly,Wallace,100,76.52512712,4768.215513,4.731192032,Facebook,AT&T,Saraland,South Dakota,USA,24148
Philip,Lin,23,717.3962844,1828.540946,2.486266827,Zoom,Verizon,Austinchester,West Virginia,USA,91275
Erin,Harris,27,706.1071579,4147.810455,4.740153919,WhatsApp,AT&T,Robertsberg,Utah,USA,92323
Veronica,Campbell,53,361.4163707,3704.770802,3.970885911,Zoom,Sprint,Bryanberg,Kentucky,USA,60892
David,Webb,98,893.7508768,4456.435191,5.224791082,Facebook,Sprint,Christinafurt,South Carolina,USA,18398
Brianna,Thompson,48,507.1593301,4786.117296,5.169215455,YouTube,Verizon,East Janetport,Missouri,USA,93578
Cory,Rodriguez,67,649.3073012,87.99876448,0.720025455,Instagram,AT&T,East Scott,California,USA,86892
Ryan,Malone,82,217.4826971,487.0738519,0.688043505,Snapchat,T-Mobile,South Kenneth,Indiana,USA,24210
Tammy,Mcgee,29,423.1669318,3387.977165,3.721820407,Snapchat,Sprint,Port Mistychester,Rhode Island,USA,15750
Marisa,Brooks,97,863.7933649,1981.489305,2.778596358,Instagram,AT&T,Rhondafurt,Illinois,USA,86763
Kevin,Randall,64,220.8101522,4104.669254,4.224100982,Zoom,AT&T,Port Jamesborough,California,USA,13530
Michael,Evans,24,396.6686338,109.3001568,0.494110147,Netflix,AT&T,Lovebury,Florida,USA,68418
Jessica,Castro,85,324.895779,4044.538145,4.267025316,Netflix,Verizon,Lake Cynthiaton,Oregon,USA,31736
Jesse,Knapp,72,159.599083,719.4478916,0.858444311,Facebook,T-Mobile,East Joshua,Vermont,USA,34954
Kristi,Neal,33,296.8207389,1486.732768,1.741751471,YouTube,Verizon,South Melissa,Delaware,USA,30576
Mitchell,Garcia,34,240.4445607,4846.937091,4.968146145,Zoom,Sprint,West Peterfort,New Jersey,USA,59609
Anne,Sanders,84,924.3576942,305.4106621,1.20094566,WhatsApp,Verizon,Lake Paigefort,Oregon,USA,24751
Stacey,DVM,92,743.6680165,1777.751032,2.462323289,Snapchat,AT&T,Ramosstad,Indiana,USA,1672
Cassidy,Wood,48,322.940566,468.4174394,0.772810552,WhatsApp,Verizon,New Stephenland,Kansas,USA,93384
Angela,Pierce,56,765.7056627,4275.34181,4.922897922,Twitter,AT&T,West Nicole,Nebraska,USA,90906
James,Villarreal,26,31.9185535,3529.929807,3.478367539,Spotify,T-Mobile,Thompsonview,Delaware,USA,78336
Derek,Collins,91,531.2594637,4011.67007,4.436454622,Facebook,Verizon,Kristafort,Rhode Island,USA,52665
Heather,Garcia,34,257.8312181,2660.033583,2.849477345,Facebook,Verizon,Carlaview,New Hampshire,USA,42677
Samantha,Dunn,27,123.1788511,1820.714097,1.898332957,TikTok,Verizon,Orrside,Oregon,USA,48949
Sean,Long,77,884.9209431,61.25441705,0.923999375,YouTube,AT&T,New Jillfort,Washington,USA,93370
Diana,Chavez,40,207.3471289,1425.740195,1.594811839,TikTok,AT&T,North Glendahaven,Massachusetts,USA,55897
Jerry,Wallace,41,824.167182,2597.040056,3.341022694,TikTok,Verizon,Diazmouth,Arizona,USA,84139
Karen,White,62,419.0904507,3338.592081,3.669611847,Facebook,Verizon,Amyton,Minnesota,USA,9625
Sarah,Cummings,38,24.14786234,1183.240236,1.17908994,YouTube,T-Mobile,South Michaelbury,New Mexico,USA,56194
Joseph,Atkins,53,735.207501,737.5591891,1.438248721,WhatsApp,T-Mobile,East Ethanborough,Rhode Island,USA,14696
Alexis,Sosa,90,600.3961606,1047.993567,1.609755593,Snapchat,Sprint,Sergiostad,North Dakota,USA,77019
Scott,Watkins,84,350.7301643,1802.676456,2.102936153,Spotify,T-Mobile,Port Christian,Minnesota,USA,43737
Kelly,Duncan,81,288.7304746,784.4725414,1.04804982,WhatsApp,T-Mobile,Bethanyland,Vermont,USA,9724
Teresa,Gonzalez,38,82.95433985,826.2458054,0.887890767,Facebook,T-Mobile,Marqueztown,North Dakota,USA,73039
Kimberly,Smith,29,942.0113389,266.570915,1.180256107,Twitter,AT&T,Melodychester,New Hampshire,USA,4268
Jason,Bennett,71,499.0450358,4290.789712,4.677572996,Zoom,T-Mobile,Lake Lorifurt,Arizona,USA,86979
Daniel,Mathis,39,94.6692724,1137.805189,1.203588341,Facebook,T-Mobile,Bellhaven,Connecticut,USA,11946
Michael,Wright,43,869.9929206,4118.417073,4.871494135,Twitter,Verizon,Lake Jill,West Virginia,USA,29050
Christopher,Johnson,46,286.0448411,2219.631461,2.446949514,Instagram,AT&T,Tylermouth,New Hampshire,USA,17357
Jared,Wilson,60,211.5666886,3180.567183,3.312630734,Snapchat,Sprint,Smithborough,Arizona,USA,23655
Zachary,Levine,62,288.128064,424.725574,0.696146131,Instagram,Sprint,New Alexander,Iowa,USA,11959
Shelia,Oconnor,33,568.925744,2938.723469,3.425438685,Facebook,T-Mobile,Port Lauren,Alabama,USA,60706
Lauren,Wood,65,83.31591965,1485.477246,1.532024576,Twitter,Sprint,North Joseph,Georgia,USA,11909
Scott,Day,75,486.93934,521.2892681,0.98459825,WhatsApp,Sprint,Laurafort,Nevada,USA,81787
Karen,Lewis,54,896.7860107,4545.750856,5.314977409,Facebook,Sprint,West Lisaside,Arkansas,USA,94851
Anthony,Gomez,71,196.2898799,3037.95881,3.158445986,Zoom,T-Mobile,Rodrigueztown,Ohio,USA,45009
Christine,Daugherty,37,337.8768844,1246.452755,1.547196913,Netflix,Sprint,North Troyshire,New Hampshire,USA,88878
Jill,Horton,99,402.1607454,2127.257653,2.470135155,Snapchat,T-Mobile,Lake Maria,Vermont,USA,30452
Erin,George,41,590.3585044,1816.655664,2.350599774,Snapchat,Verizon,New Karenchester,New Mexico,USA,15452
Kathy,DVM,96,920.0617041,3517.869346,4.333917041,Zoom,Verizon,South Matthew,Virginia,USA,3757
Carrie,Boyer,98,400.5938162,3056.794221,3.376355505,Zoom,Sprint,East Philipfurt,Georgia,USA,74247
Richard,Smith,70,78.46131227,147.9217715,0.22107723,Twitter,Verizon,Clairemouth,Maine,USA,95247
Mrs.,MD,76,354.4713528,1029.243599,1.351284132,Spotify,T-Mobile,South Nicolashaven,Delaware,USA,98866
Mrs.,DVM,88,198.1845585,2416.733463,2.55363088,Snapchat,Verizon,Nancyhaven,Vermont,USA,10511
Steven,Haynes,96,655.256734,2255.154672,2.842198638,TikTok,Sprint,Harrisbury,Virginia,USA,45588
Christopher,Thompson,85,38.96948808,2607.540666,2.584482572,WhatsApp,T-Mobile,South Nathanville,Ohio,USA,32465
Cindy,Chapman,26,299.0106714,3588.313625,3.796215133,WhatsApp,AT&T,Paulside,Idaho,USA,21827
Lisa,Pope,92,549.7217722,3425.944543,3.882486635,WhatsApp,T-Mobile,Alexanderview,Ohio,USA,16273
Charles,Garcia,43,284.560864,1895.42644,2.128893851,Instagram,Verizon,Loriside,Nevada,USA,86846
Kathleen,Rubio,68,555.4853305,4394.029058,4.833510145,Facebook,AT&T,Matthewville,California,USA,84858
Leslie,Strickland,80,123.565199,361.5162237,0.473712327,Twitter,T-Mobile,Lake Ryan,Louisiana,USA,28254
John,Shaffer,22,943.3774331,2943.323981,3.79560685,YouTube,AT&T,Lindsaystad,Delaware,USA,40560
James,Lee,89,297.9977393,4750.943188,4.930606374,Snapchat,AT&T,South Christopherland,Connecticut,USA,21095
James,Estrada,68,923.770831,2767.953117,3.605199168,Twitter,AT&T,Lunaport,Washington,USA,74112
James,Powers,43,332.5770851,2302.776189,2.573587182,WhatsApp,T-Mobile,Lake Meganmouth,Oklahoma,USA,72313
Melissa,Holland,99,784.0217893,712.892064,1.461829935,TikTok,Verizon,South Toddhaven,Idaho,USA,81498
Theresa,Powell,60,253.7254839,4060.436022,4.213048345,YouTube,T-Mobile,Kennedyview,Maryland,USA,37574
Jenny,Christensen,57,673.0712134,1900.284706,2.51304289,Facebook,Verizon,East Matthewfurt,Nebraska,USA,20160
Elizabeth,Adams,97,330.4790517,3521.167252,3.761373343,Facebook,T-Mobile,Micheleberg,Texas,USA,88005
Mrs.,Taylor,56,514.0675379,1027.857058,1.505785738,Netflix,T-Mobile,Dawnborough,Georgia,USA,81825
Heidi,Nicholson,96,677.0760043,257.2228545,0.912401229,Snapchat,T-Mobile,Victorshire,Pennsylvania,USA,53199
Ricky,Medina,53,592.9936802,1562.06389,2.104548408,Snapchat,Verizon,Andrewburgh,Montana,USA,67201
Jennifer,Dunn,41,580.5177874,1442.998614,1.976090236,YouTube,T-Mobile,Ericaland,New Hampshire,USA,67132
Maureen,Scott,55,75.0240273,4373.702505,4.344459504,Zoom,AT&T,Millerberg,Maryland,USA,47626
Emily,Jordan,100,256.5860638,4330.135204,4.479219988,Snapchat,T-Mobile,West Johnfort,Idaho,USA,53940
Beth,Gray,62,576.120897,2692.776402,3.192282518,YouTube,AT&T,South Joanhaven,Virginia,USA,39537
Melinda,Adams,82,28.13403514,144.0447806,0.168143375,Twitter,Sprint,Tinamouth,Massachusetts,USA,17107
Billy,Richardson,70,258.1378126,1180.207081,1.404633686,Facebook,Sprint,West Philip,Louisiana,USA,44250
Sheryl,Hall,80,236.893387,3213.112341,3.369146219,Zoom,Verizon,Port Susan,South Dakota,USA,7692
Justin,Gonzalez,80,257.3575491,551.9715871,0.790360485,Twitter,Verizon,New Carlosshire,Texas,USA,99808
Brian,Morgan,59,540.2534046,3518.08021,3.963216421,Facebook,Sprint,Bairdbury,Indiana,USA,44539
Rebecca,Cantrell,94,586.1407505,109.2132016,0.679056594,Twitter,T-Mobile,Hendersonview,Massachusetts,USA,8435
Ana,Alvarez,26,909.9080144,3428.557038,4.236782278,Snapchat,T-Mobile,West Michael,Alaska,USA,53289
Kenneth,Vaughn,29,392.1707385,4230.469252,4.514296866,WhatsApp,T-Mobile,Glassshire,Missouri,USA,46864
Michael,Robinson,86,927.313128,2372.627712,3.222598477,Netflix,Sprint,Port David,New Hampshire,USA,62635
Todd,Andrews,100,655.4348015,4153.950901,4.696665725,Zoom,AT&T,Victoriaton,Nebraska,USA,60089
Anthony,Howard,35,913.5337919,3918.56228,4.71884382,Instagram,Verizon,Port Kristen,Minnesota,USA,6902
Tina,Garcia,49,835.1373807,3373.524793,4.110021654,YouTube,AT&T,Paulburgh,North Dakota,USA,42702
Sergio,Henderson,71,690.706619,2253.488943,2.875190978,YouTube,Sprint,Kellyville,Arizona,USA,71009
Miss,Pollard,67,362.5448405,1395.92502,1.717255723,YouTube,AT&T,Scottmouth,Texas,USA,18541
Brent,French,66,248.6993432,4311.276613,4.453101519,WhatsApp,T-Mobile,East Laurenbury,Missouri,USA,30801
Kayla,Ramos,18,230.1675212,3260.522379,3.408876856,Twitter,T-Mobile,Christinatown,Maryland,USA,49870
Donna,Coleman,47,952.6520991,4000.183334,4.836753353,Snapchat,AT&T,North Kenneth,Kentucky,USA,53259
Lisa,Roberts,26,958.9881047,2782.236292,3.65353945,Zoom,Sprint,West Michael,Colorado,USA,96662
Shawn,Davis,97,727.5830598,900.7388507,1.590158116,Twitter,AT&T,North Kristinaburgh,Connecticut,USA,87786
Justin,Allen,75,884.9580242,4898.217801,5.647632641,WhatsApp,T-Mobile,Bensonport,Oklahoma,USA,41980
Veronica,Joseph,67,919.8062014,954.5568197,1.830432638,Facebook,T-Mobile,Smithfurt,California,USA,93133
Andrew,Griffith,89,516.4406346,4560.64543,4.95809186,Facebook,Sprint,East Tracystad,New Hampshire,USA,95927
Morgan,Morris,38,632.7690937,1080.286298,1.672905656,Instagram,AT&T,Christophermouth,Alaska,USA,24893
Mark,Bailey,75,424.5669529,1900.059737,2.270143252,TikTok,T-Mobile,Aarontown,Virginia,USA,85138
Jennifer,Cook,64,424.3058566,2228.41305,2.590545808,Spotify,T-Mobile,Port Gregorybury,Mississippi,USA,20420
Hannah,Olson,42,48.04462946,4610.811148,4.549663845,Instagram,AT&T,Jonathanburgh,Mississippi,USA,58610
Walter,Williams,56,439.4832459,4446.582926,4.771548996,Snapchat,AT&T,Hayesborough,Massachusetts,USA,33796
Tamara,Fernandez,30,676.7549134,4124.943841,4.68915894,Spotify,Verizon,Jerrychester,Rhode Island,USA,42111
Michael,Rosales,93,427.7623444,1914.54198,2.287406567,YouTube,Sprint,North Lori,Florida,USA,20491
Curtis,Peterson,82,873.6855801,72.2415718,0.923756984,YouTube,Sprint,Reginaview,Texas,USA,57095
Candice,Johnson,85,339.2373229,3423.837435,3.674877693,TikTok,AT&T,Kathrynton,New York,USA,31352
Nicholas,Weeks,42,141.3552261,2084.221481,2.173414753,Netflix,Sprint,Millerhaven,Virginia,USA,66689
Richard,Williams,71,813.4431038,3797.438055,4.502813631,Instagram,T-Mobile,East Richardland,California,USA,57368
Jared,Fox,56,677.2084391,3984.517628,4.552466863,Zoom,AT&T,Karenmouth,New Jersey,USA,55868
Erin,Murphy,50,249.4012875,2226.630844,2.418000129,Zoom,AT&T,Thompsonhaven,New York,USA,92658
Meghan,Nolan,67,541.0867435,3753.107698,4.19354926,YouTube,AT&T,Mcintyreshire,Vermont,USA,96512
Susan,Barr,77,407.8338152,4207.689539,4.507347025,Facebook,Verizon,East Jeffreyland,Massachusetts,USA,78366
Valerie,Webster,61,939.4711787,4645.956851,5.454519561,Snapchat,Sprint,Salinasmouth,Oklahoma,USA,83242
Barbara,Pearson,34,611.25877,2933.153896,3.461340494,Twitter,Verizon,Michellemouth,Kansas,USA,79719
Diane,Patel,85,166.8053686,3903.469907,3.974878199,Zoom,T-Mobile,North Joshuamouth,Mississippi,USA,57541
Mr.,Jr.,39,507.1269681,2498.096108,2.93478816,Facebook,Sprint,Youngberg,Wisconsin,USA,84881
Rachel,Nelson,80,863.9312642,256.2318521,1.093909293,Twitter,Verizon,Kristenside,West Virginia,USA,54592
Charles,Ortiz,19,674.7817033,818.3460676,1.458132589,Spotify,AT&T,Gallagherside,Illinois,USA,48306
Pamela,Crawford,69,844.0275553,684.7113207,1.492909059,WhatsApp,Verizon,Port Paul,Washington,USA,90674
Roger,Salazar,52,257.8953207,900.2396711,1.130991203,Twitter,AT&T,Williamsmouth,Arizona,USA,76340
April,Durham,18,889.4678633,100.5531106,0.966817357,Snapchat,Verizon,Nguyenfort,Oregon,USA,23392
Maria,Mercer,52,758.0552185,4300.598775,4.940091791,Zoom,Verizon,North Colinside,Maine,USA,65798
Terry,Shepard,46,731.6246179,2822.739134,3.471058351,WhatsApp,Verizon,Woodborough,Mississippi,USA,7198
Sean,Gonzalez,97,353.0756591,1946.592515,2.245769701,TikTok,AT&T,New Janice,Pennsylvania,USA,81679
Dakota,Lewis,46,888.7814831,2078.405414,2.897643455,Twitter,Verizon,South Vanessatown,Georgia,USA,61866
Christina,Walker,40,641.5995836,2343.587914,2.915222166,WhatsApp,Sprint,East Juliatown,New Mexico,USA,86723
Misty,Norton,40,853.3210821,415.7233271,1.239301181,WhatsApp,Sprint,Padillaside,Wyoming,USA,74603
Henry,Sanders,83,367.3617414,1409.593787,1.735308134,YouTube,Sprint,New Amber,Illinois,USA,25355
Angela,Sims,29,154.1955702,4265.550864,4.316158627,Netflix,AT&T,North Paul,Washington,USA,18786
Kristen,Ruiz,34,339.0138084,3731.192419,3.974810769,Twitter,AT&T,Johnsonbury,Georgia,USA,25852
Hannah,Santana,67,460.7117039,2838.857414,3.222235467,Netflix,Sprint,Lake Corey,Connecticut,USA,73482
Jordan,Fisher,36,538.0733014,2429.484724,2.898005884,Zoom,Sprint,New Michelle,Louisiana,USA,29970
Mr.,Jimenez,24,515.7011236,1331.917266,1.804314833,Facebook,Sprint,North Danielleberg,Delaware,USA,52851
Mandy,DVM,66,550.5940465,2382.7121,2.864556783,Facebook,T-Mobile,Port Pamela,California,USA,40970
Jeffrey,Reid,28,843.2887076,3009.383617,3.762375317,Zoom,Sprint,New Bonniestad,New Hampshire,USA,16514
Sheryl,Powell,83,178.4002337,3577.55786,3.667927826,Twitter,Verizon,Joshuahaven,Tennessee,USA,98135
Victor,Macdonald,83,322.8907822,874.8689294,1.169687218,Spotify,T-Mobile,Ruizside,Hawaii,USA,83346
Tracy,Williams,63,889.7224055,4074.895829,4.848259995,Snapchat,T-Mobile,Craigberg,Arkansas,USA,94833
Tracy,Williams,22,564.8536225,1761.765821,2.272089301,Netflix,AT&T,North Stephen,Alaska,USA,56199
Michael,White,59,587.5559717,2541.127512,3.055354965,Twitter,Verizon,Lawsonshire,West Virginia,USA,46003
Angela,Nelson,59,483.2819192,3059.126367,3.459383092,Instagram,AT&T,Salinasbury,Colorado,USA,76673
Daniel,Thomas,62,553.4848886,2466.071023,2.94878507,YouTube,AT&T,Dustinshire,Georgia,USA,24632
Allison,Macias,55,206.0989333,2881.186676,3.014927352,Netflix,Verizon,Elizabethfurt,West Virginia,USA,43348
Tiffany,Miller,29,551.3982304,602.0411502,1.126405645,Twitter,AT&T,Patelfort,Nebraska,USA,89680
Sara,Hart,34,997.2013966,2189.169503,3.111690331,WhatsApp,Verizon,Victorberg,South Carolina,USA,75034
Laura,Leach,100,570.3870972,1438.313981,1.961622147,Spotify,Verizon,South Sandra,Connecticut,USA,62951
Adam,Powers,55,53.95844095,475.8294617,0.517370999,YouTube,AT&T,Reedhaven,California,USA,4343
