First Name,Last Name,Network Provider,Total Data (GB),Age,Upstream Data (MB),Downstream Data (MB),App Name,Timestamp,City,State,Country,Zip code
Tonya,Myers,Sprint,7.606502,72,0.82,370.48,WhatsApp,2024-01-12 21:29:01,Michelleport,Kansas,Oman,74130
Anna,Mosley,AT&T,6.333021,39,93.22,252.63,Snapchat,2023-10-29 02:50:20,Christophermouth,Wisconsin,Dominica,50368
Lori,Owen,Sprint,1.883084,82,1.54,62.98,Instagram,2024-03-11 16:36:58,West Paul,Wyoming,Zambia,77771
Veronica,Johnston,Verizon,2.809047,98,24.92,140.74,TikTok,2024-05-14 05:45:33,Wendychester,Wyoming,Tokelau,52937
Gavin,Taylor,Verizon,9.043968,94,49.2,207.8,Facebook,2023-07-15 09:39:45,South Jasmine,South Carolina,Svalbard & Jan Mayen Islands,89259
Misty,James,AT&T,7.450264,27,30.83,80.57,TikTok,2024-01-29 22:06:04,Sanchezland,Idaho,Burundi,87084
Rhonda,Hill,T-Mobile,1.112999,98,29.4,279.72,Twitter,2023-10-10 10:17:46,Freemanfurt,Utah,Iceland,71794
Andrew,Parker,T-Mobile,3.855986,28,51.97,309.38,Twitter,2023-06-02 00:29:27,Kennethmouth,New York,Congo,8719
Matthew,Edwards,AT&T,1.73928,84,57.51,307.85,WhatsApp,2023-06-12 06:10:21,Connieshire,Arkansas,Norfolk Island,12407
Nicole,Smith,AT&T,7.470418,58,87.66,482.58,WhatsApp,2023-08-05 04:39:58,Johnborough,Tennessee,Libyan Arab Jamahiriya,57252
Matthew,Brady,Sprint,7.578957,94,31.06,351.26,YouTube,2023-11-04 14:09:56,Shawnside,South Carolina,United States Minor Outlying Islands,64817
Mary,Webster,AT&T,1.915293,66,65.6,303.77,Snapchat,2023-09-27 08:06:00,Catherineside,North Carolina,Spain,19389
David,Hernandez,Verizon,9.450712,41,36.31,145.65,TikTok,2023-06-13 17:36:20,Bradleytown,New Mexico,Cayman Islands,72193
Angela,Jacobs,T-Mobile,7.085318,81,99.42,488.66,TikTok,2023-05-31 20:50:52,Webermouth,North Carolina,Montserrat,51647
Robert,Johnson,AT&T,9.886569,46,28.63,440.8,Snapchat,2023-09-10 13:02:56,Gillchester,Illinois,Reunion,53975
Alexander,Mckay,Sprint,7.827535,75,89.92,381.6,Facebook,2024-03-31 14:35:59,North Jenniferstad,South Dakota,Egypt,21367
Curtis,Werner,Sprint,4.95339,53,6.83,298.61,Facebook,2023-11-16 18:36:03,Baileyberg,Rhode Island,Montserrat,7477
Tanner,Crawford,Sprint,1.49273,40,1.2,212.42,Instagram,2024-02-08 15:49:48,North Timothyburgh,Colorado,Italy,56596
Joshua,Moore,Verizon,8.939222,98,99.47,135.47,Twitter,2023-12-22 21:00:02,Daisyfurt,Ohio,China,78614
Chad,Koch,AT&T,1.854185,28,25.54,397.02,Snapchat,2023-06-07 22:35:14,East Jacob,North Dakota,Poland,5242
Michael,Yoder,Verizon,9.368683,30,23.42,218.27,Facebook,2024-02-02 14:42:27,West Joseph,Connecticut,Cambodia,52479
Donna,Smith,AT&T,4.555185,58,54.6,307.63,Facebook,2024-03-23 12:08:53,Lyonsville,Nevada,Vanuatu,51106
Jason,Vaughn,T-Mobile,4.567229,74,42.58,413.61,TikTok,2023-10-22 16:25:10,West Travis,Tennessee,New Zealand,30101
Janice,Thompson,T-Mobile,8.274024,86,53.91,141.22,Facebook,2024-04-05 13:45:54,North Sophia,New Hampshire,Bangladesh,10452
Sharon,Adams,T-Mobile,8.048208,87,62.96,267.07,Twitter,2024-02-19 11:52:53,Simmonsmouth,West Virginia,Chile,30875
Michelle,Lopez,T-Mobile,7.214495,65,71.36,482.95,YouTube,2024-04-04 14:32:42,Kelliville,Connecticut,Ghana,61185
Sydney,Carter,T-Mobile,6.403976,87,9.06,307.65,WhatsApp,2023-10-05 19:20:32,Rogersbury,Nevada,Russian Federation,40586
Cindy,Floyd,T-Mobile,8.708319,40,52.9,431.66,WhatsApp,2023-09-21 09:15:26,North Heather,Rhode Island,Christmas Island,30960
Bryce,Brown,T-Mobile,6.473137,31,6.15,20.71,Instagram,2023-12-10 09:01:18,Deniseberg,Washington,Lao People's Democratic Republic,17798
Kelly,Maldonado,Sprint,2.639755,87,16.29,219.57,WhatsApp,2024-05-14 05:15:22,Wolfeside,Florida,Guatemala,64296
Christina,Cuevas,T-Mobile,5.301194,37,86.36,141.53,YouTube,2023-06-16 23:40:05,West Jasontown,New York,United States Minor Outlying Islands,52685
Arthur,Bass,AT&T,8.374594,97,62.58,115.65,YouTube,2024-01-26 19:36:24,Lake Stevenstad,Arizona,Finland,93001
Thomas,Gonzalez,Verizon,5.480601,29,17.58,68.16,Facebook,2023-12-06 22:13:35,Richardview,Illinois,Cyprus,18509
Madison,Jackson,Sprint,2.115274,57,32.05,203.03,Facebook,2023-12-12 11:00:36,Lake Bobbymouth,Maine,French Guiana,32251
Nicole,Smith,T-Mobile,2.751331,33,2.96,370.65,Twitter,2023-10-28 18:00:11,Walkerburgh,Hawaii,United Kingdom,66904
Wesley,Watkins,Verizon,7.009036,43,67.63,266.89,YouTube,2024-04-17 07:03:30,Laurenfurt,Florida,Guernsey,36662
Kristin,Cook,T-Mobile,7.638227,53,91.98,385.65,Facebook,2024-03-20 13:44:40,South Diamondville,New York,Botswana,56759
Karen,Brown,AT&T,7.344386,77,91.03,144.96,Twitter,2023-12-25 20:47:15,New Wayne,Michigan,Malta,26236
Katherine,Taylor,Sprint,8.845842,100,6.04,114.06,Instagram,2023-09-17 04:18:38,New Patrickfort,Utah,Antarctica (the territory South of 60 deg S),24891
James,Schultz,T-Mobile,6.179552,64,32.13,313.72,Facebook,2024-03-22 20:04:49,Parkerton,Vermont,Saint Lucia,98813
Amber,Wilson,Sprint,7.465257,27,73.49,400.36,Twitter,2024-01-21 20:27:25,Justinhaven,Kentucky,Egypt,14131
Kelly,Walker,AT&T,1.544893,43,61.16,283.36,Facebook,2023-12-19 08:51:35,New Triciaborough,New Hampshire,Turks and Caicos Islands,6480
Susan,Kelly,T-Mobile,8.758645,60,52.91,437.77,YouTube,2024-01-04 14:26:04,Roseland,New Mexico,Dominican Republic,71584
Katie,Nichols,Verizon,3.135366,45,18.28,139.34,Twitter,2024-03-02 06:20:53,Cindytown,Kansas,Pitcairn Islands,96696
Bradley,Wood,Sprint,3.380494,41,31.37,446.76,TikTok,2023-06-15 02:49:34,Johnmouth,Florida,India,76553
Wanda,Price,Sprint,8.46203,98,34.01,386.76,Snapchat,2023-09-14 07:44:18,Garciabury,Missouri,Solomon Islands,62133
Chloe,Foster,Verizon,4.73021,98,14.94,488.97,WhatsApp,2023-11-03 20:11:44,West Melissa,Mississippi,Faroe Islands,93862
John,Odonnell,AT&T,8.602315,41,86.02,101.79,TikTok,2023-07-23 07:53:02,Lake Matthew,Oregon,Korea,32726
Brenda,Hudson,Sprint,7.504381,42,19.78,184.16,Instagram,2024-03-14 15:40:22,Jacksonside,Iowa,Oman,30377
Vincent,Dixon,T-Mobile,8.695971,58,88.7,406.29,Facebook,2023-06-17 01:13:02,Williamberg,Kentucky,Eritrea,78494
Elizabeth,Kelly,T-Mobile,7.644099,66,3.62,418.77,Facebook,2024-05-22 03:35:47,New Tamara,Massachusetts,Fiji,48009
Robert,Welch,Verizon,2.1469,75,98.18,252.55,WhatsApp,2024-02-22 06:15:23,East Christieland,New Mexico,Indonesia,532
Olivia,Buck,T-Mobile,7.133852,53,71.42,32.56,TikTok,2023-12-04 11:23:28,South Lisamouth,Vermont,Western Sahara,6572
Jennifer,Williamson,Sprint,8.877995,49,62.0,459.55,TikTok,2024-01-12 16:06:45,Jayshire,Hawaii,Palestinian Territory,39643
Douglas,Brandt,AT&T,5.93633,89,72.36,339.79,Snapchat,2023-10-12 18:23:09,Freemanside,New Jersey,Macao,94805
Matthew,Shepard,Sprint,4.7126,23,77.52,147.39,TikTok,2023-06-16 17:59:19,Williamtown,Florida,Montserrat,79440
Michael,Ross,AT&T,5.383099,41,60.01,438.48,Twitter,2023-08-02 12:05:00,Lake Sierra,Vermont,Egypt,79478
Heidi,Grimes,Sprint,6.50638,68,80.33,475.32,Facebook,2023-07-07 07:27:10,South Claudia,New Hampshire,Mozambique,85576
Barbara,Boyd,Verizon,7.524353,18,27.64,453.13,Facebook,2023-09-21 08:18:39,Port Kellyberg,Michigan,Canada,30963
Caleb,Watson,AT&T,4.041017,55,80.17,79.58,Twitter,2024-01-08 01:10:01,Garnerstad,Louisiana,Palestinian Territory,83908
Robert,Thompson,Sprint,6.359502,44,24.22,318.36,Twitter,2024-04-14 14:56:33,Tiffanyside,Maryland,Djibouti,97722
Cynthia,Tucker,T-Mobile,7.782741,27,81.13,284.7,WhatsApp,2023-09-06 03:02:12,Parksview,New Jersey,Tonga,71235
Tanya,Rivera,Sprint,7.487179,68,75.15,91.06,Twitter,2024-02-29 17:43:19,Glendaburgh,Texas,Australia,69804
Kyle,Jennings,Sprint,4.77784,67,15.36,341.08,Twitter,2024-05-28 17:40:59,Wagnerburgh,New Jersey,Seychelles,38774
Christina,Mcmahon,Sprint,1.280969,69,74.41,57.61,Twitter,2023-07-28 03:00:42,New Nicholas,North Dakota,Iraq,15503
Tara,Marks,Verizon,9.632426,98,46.0,78.65,YouTube,2023-08-25 19:56:24,Joshuatown,Idaho,Nigeria,62042
Stephanie,Cox,Verizon,5.691506,71,75.84,278.51,Facebook,2023-11-13 22:58:36,South Richardberg,New Mexico,United States of America,75378
Troy,White,Verizon,2.698459,79,56.19,211.07,Facebook,2023-08-06 13:17:47,Port Jeffrey,Tennessee,Saint Barthelemy,77897
Brent,Lopez,T-Mobile,5.989067,93,7.01,386.26,Snapchat,2023-09-21 05:15:41,East Jessica,New Jersey,Gabon,75879
Mary,Kirk,Sprint,4.88759,64,39.02,54.41,Snapchat,2023-09-18 01:20:36,East Tracy,Oregon,Guatemala,59068
Michelle,Rosales,Sprint,4.292099,55,39.67,143.22,Facebook,2024-03-22 15:18:24,Connorborough,North Carolina,Guyana,93966
Megan,Acevedo,T-Mobile,5.080309,48,5.82,129.41,Instagram,2023-06-12 17:47:41,Franciscoport,West Virginia,Andorra,73094
Jacqueline,Clayton,T-Mobile,8.070693,92,61.33,46.4,TikTok,2023-07-05 18:41:44,Lake Douglas,North Carolina,Algeria,88076
Karen,Evans,Sprint,5.658576,92,41.6,383.01,WhatsApp,2024-05-07 16:48:57,Brianshire,North Carolina,Faroe Islands,49354
Nicholas,Williamson,T-Mobile,3.022053,72,27.41,342.71,WhatsApp,2023-09-04 02:53:09,New Lynnside,Louisiana,Montenegro,5313
Ashley,Weber,T-Mobile,5.679075,44,74.8,306.31,Facebook,2024-04-17 12:59:05,Smithview,Maryland,Marshall Islands,58905
Michael,Carter,T-Mobile,7.96962,23,21.56,356.77,Snapchat,2024-04-25 07:10:09,Lake Susanshire,Colorado,Serbia,47274
Bradley,Knight,Verizon,4.496831,25,79.25,391.96,Facebook,2024-03-12 16:44:57,Port Jessica,West Virginia,Korea,49962
Colleen,Kim,T-Mobile,0.951981,80,78.51,19.43,Instagram,2023-08-08 10:37:56,New Toddtown,Hawaii,Estonia,73575
Alexandra,Barrera,Verizon,7.574929,62,19.03,111.2,WhatsApp,2023-06-23 15:12:36,Millerbury,California,New Caledonia,53108
Laura,Silva,Sprint,6.14514,53,8.99,174.1,Snapchat,2024-01-30 23:26:38,East Peter,Delaware,Korea,67800
Jennifer,Sullivan,Sprint,4.921671,75,38.69,178.02,Snapchat,2023-05-31 17:56:45,Delacruzborough,Oklahoma,Estonia,76063
Marcia,Salas,Sprint,7.840618,43,83.93,177.35,Instagram,2024-03-06 04:58:43,South Aliciamouth,Virginia,Grenada,37442
Justin,Jimenez,AT&T,4.465034,98,69.98,211.76,Facebook,2023-11-18 09:10:58,Moorefort,Vermont,Saint Kitts and Nevis,40935
Benjamin,Benson,Sprint,9.253716,70,35.51,64.57,Twitter,2023-09-04 21:38:08,Lake Glenn,Indiana,Finland,36211
Michelle,Serrano,Verizon,3.373599,76,35.86,144.29,Twitter,2024-04-19 15:31:32,Ruizstad,Arkansas,Romania,27441
Maria,Estrada,T-Mobile,1.225121,21,96.47,453.63,Twitter,2024-03-08 00:18:48,Lake Elizabethborough,Wisconsin,Netherlands Antilles,2512
Christopher,Hall,Verizon,2.785326,46,11.44,351.53,Snapchat,2023-08-28 19:12:52,Gonzalezmouth,South Carolina,Algeria,69511
Edward,Jenkins,Verizon,3.119573,53,42.72,337.51,Facebook,2023-06-29 05:21:10,East Madison,Oregon,Saint Vincent and the Grenadines,22265
Brenda,Barnes,Verizon,4.565153,75,53.36,432.97,YouTube,2024-04-02 08:43:04,North Davidstad,Colorado,Poland,40606
Christine,Choi,AT&T,7.647968,79,17.28,292.53,Twitter,2024-05-14 17:09:35,Carrollview,Utah,Libyan Arab Jamahiriya,3912
Melissa,Juarez,Verizon,1.953304,98,70.74,15.36,Instagram,2024-01-09 13:29:48,Mariefort,South Dakota,Chad,35745
Randy,Cowan,Sprint,7.193453,75,86.38,8.59,Twitter,2024-02-01 18:19:22,Port Trevor,Minnesota,Korea,36540
Melvin,Guzman,T-Mobile,8.954515,70,9.41,351.37,Snapchat,2023-07-06 07:51:52,Stacyport,New Mexico,Myanmar,18764
Jordan,Rodgers,Verizon,8.155598,99,37.66,442.51,YouTube,2023-08-19 21:25:20,Russellfurt,Oklahoma,Saint Barthelemy,81886
Meredith,White,T-Mobile,7.122941,23,31.5,178.41,Instagram,2024-04-09 22:44:45,North Amber,Virginia,Ghana,62291
Valerie,Thompson,T-Mobile,1.490392,95,87.44,54.37,Facebook,2023-10-05 14:32:31,Port Craig,New Jersey,New Caledonia,86227
Brandon,Singh,AT&T,6.353968,30,46.95,72.06,Twitter,2023-12-02 09:35:44,East Deanna,Maryland,Netherlands Antilles,98503
Haley,Lee,Verizon,8.787117,98,93.58,250.42,Snapchat,2023-09-01 23:21:36,Christianfort,Missouri,Cote d'Ivoire,8000
Tammy,Thompson,T-Mobile,0.762057,46,19.57,127.01,Instagram,2023-12-05 18:33:51,Annberg,Wisconsin,Romania,80447
April,Nguyen,AT&T,9.031269,97,31.19,400.48,Snapchat,2024-02-20 13:40:23,Andrewchester,Nebraska,Qatar,3628
Daniel,Riggs,Sprint,4.209364,36,49.96,478.69,Facebook,2023-08-09 17:24:11,Port Kristin,New Jersey,Dominican Republic,48769
Christopher,Jones,AT&T,1.34604,69,96.8,110.4,Snapchat,2023-09-24 17:27:00,East Yvonnefort,Washington,Belarus,57266
Michael,Rodriguez,T-Mobile,1.160092,48,16.65,149.25,WhatsApp,2023-07-24 01:53:50,Lake Paul,Louisiana,Botswana,76385
Ryan,Johnson,Sprint,4.01821,18,44.54,14.12,TikTok,2024-05-19 05:31:11,East Kellymouth,Wyoming,Finland,43794
Kimberly,Terry,Verizon,1.301674,31,22.38,86.78,Twitter,2024-05-13 19:50:58,New Kennethbury,West Virginia,Djibouti,91354
Cynthia,Nguyen,Sprint,1.731732,59,81.8,83.82,TikTok,2023-06-12 14:53:11,North Ryantown,Kansas,Wallis and Futuna,30697
Sherri,Hawkins,T-Mobile,6.136655,42,42.17,495.01,TikTok,2024-03-10 09:09:45,Jacksonborough,Pennsylvania,Holy See (Vatican City State),41440
Ashley,Moore,Sprint,1.744005,76,80.0,449.45,Snapchat,2024-01-02 21:18:28,Alexisfort,Michigan,Mali,72594
Morgan,Rogers,T-Mobile,0.556623,49,71.26,121.94,Snapchat,2023-10-27 10:49:42,South Frankview,Minnesota,Tokelau,94455
Kathy,Lee,AT&T,1.825025,95,29.9,210.65,Instagram,2024-01-11 03:40:21,Port Rachelton,Wyoming,Romania,5417
Michael,Grant,Verizon,5.162514,73,49.89,209.8,Instagram,2023-09-10 11:16:07,Colemantown,Oregon,Armenia,16742
Alexis,Shelton,Sprint,9.223577,62,25.22,111.29,Instagram,2024-01-14 15:06:47,North David,Pennsylvania,Georgia,27659
Emily,Pacheco,AT&T,3.812509,33,85.81,488.3,WhatsApp,2024-04-19 02:18:48,South Marymouth,Kansas,Belgium,89527
Brian,Ward,Sprint,3.434273,43,59.85,171.49,WhatsApp,2024-05-15 01:40:07,West Lisaberg,Wyoming,Sri Lanka,96861
Brenda,Roberts,Verizon,7.569947,42,10.13,378.7,Snapchat,2023-10-01 01:17:14,Lake Zachary,South Carolina,Guinea-Bissau,55966
Jennifer,Bartlett,T-Mobile,2.032278,27,60.64,449.3,Instagram,2024-05-19 21:23:49,East Jessica,Maine,Antarctica (the territory South of 60 deg S),6446
Steven,Weber,T-Mobile,3.288878,67,15.0,194.69,Snapchat,2024-02-26 13:58:23,Brandiview,Vermont,Togo,694
Scott,Harris,Sprint,2.288495,98,72.87,333.86,Snapchat,2024-01-31 21:44:44,West Kimberlyhaven,Ohio,Switzerland,76031
Andrea,Greene,Verizon,8.371317,51,84.24,350.14,YouTube,2023-08-24 04:54:18,East William,Colorado,Antarctica (the territory South of 60 deg S),50167
Rachel,Gonzales,Verizon,9.947962,71,2.49,152.75,WhatsApp,2024-05-04 07:02:15,East Jeffreyborough,Colorado,Guinea,18283
Kevin,Harper,Sprint,6.454051,69,34.95,440.02,Instagram,2023-09-10 17:23:20,Lake Catherinehaven,Oklahoma,Saint Pierre and Miquelon,88994
Steven,Jensen,AT&T,1.105649,60,53.64,154.62,YouTube,2024-01-23 16:20:58,Ryanstad,Washington,Slovakia (Slovak Republic),52673
Laurie,Clark,AT&T,8.137595,88,50.76,72.3,Facebook,2024-02-05 15:44:56,Lake Tannertown,Indiana,Trinidad and Tobago,15324
Lisa,Elliott,T-Mobile,9.725411,39,20.53,47.35,Instagram,2024-03-15 17:06:07,Destinyburgh,Oregon,Bangladesh,67869
Cheryl,Briggs,Verizon,5.797576,73,85.12,396.02,Instagram,2024-04-22 19:48:02,Fieldsborough,Minnesota,Ukraine,25645
Nicole,Sanchez,T-Mobile,8.85418,24,22.17,399.34,Snapchat,2023-11-23 23:50:38,Thomasview,Tennessee,Tunisia,16286
Nathaniel,Smith,AT&T,1.245596,75,93.26,128.91,YouTube,2023-10-21 22:59:54,Robinville,Virginia,Nauru,71077
Courtney,Schneider,Sprint,6.982785,51,60.81,164.06,WhatsApp,2024-05-10 21:25:58,East Amy,Vermont,Argentina,82110
Kent,Bernard,AT&T,7.131136,28,86.29,421.07,Facebook,2024-04-05 12:45:46,Bernardside,Idaho,Ethiopia,39123
Joseph,Munoz,AT&T,2.705125,98,85.24,250.61,Facebook,2023-06-02 20:16:58,New Daniel,Idaho,Philippines,91522
Amanda,Ochoa,T-Mobile,6.044302,45,74.24,67.44,Twitter,2023-06-10 17:15:08,Pettyport,Georgia,China,8675
Jennifer,Webster,AT&T,5.438277,48,32.9,435.39,Instagram,2023-09-27 14:37:42,South Greg,Illinois,India,96885
Cindy,Barnes,Verizon,5.106623,61,58.51,188.6,Snapchat,2024-03-04 13:23:44,Butlerland,Mississippi,Benin,14944
Jill,Gardner,Sprint,4.167292,57,75.35,32.27,TikTok,2023-12-25 01:18:42,Lake Jamesport,New Hampshire,Australia,3925
David,Williams,AT&T,1.98862,41,88.97,348.09,YouTube,2023-12-23 10:02:37,West Joy,Nevada,Croatia,63804
Mark,Buchanan,T-Mobile,5.939263,83,14.99,24.26,TikTok,2023-06-07 07:39:06,South Matthewland,Alabama,British Indian Ocean Territory (Chagos Archipelago),39973
Joseph,Meyer,T-Mobile,5.590801,42,51.14,14.95,Twitter,2024-01-28 02:52:21,Kristenport,South Dakota,Venezuela,99349
Joanna,Miller,T-Mobile,1.824152,52,82.59,180.74,TikTok,2023-11-19 09:25:43,North Cynthia,Michigan,Indonesia,35884
Cheryl,Knight,AT&T,5.910595,56,59.25,405.03,Snapchat,2024-01-15 00:57:18,Taylorborough,Nebraska,Kenya,23075
Mitchell,Patel,Sprint,1.445404,74,30.08,360.35,Twitter,2023-10-13 17:51:33,East Alexisport,Massachusetts,Aruba,18702
Kevin,Perry,AT&T,1.722699,20,0.94,311.07,WhatsApp,2023-08-06 14:41:05,Tammyhaven,Mississippi,Dominican Republic,55884
Heather,Moreno,Sprint,4.178795,96,42.09,453.11,Facebook,2023-08-20 19:24:57,New Katieton,South Carolina,Paraguay,34855
Mallory,Ward,Verizon,7.835275,61,40.32,242.27,WhatsApp,2023-08-27 05:51:47,Mckinneyberg,New York,Georgia,3656
Danielle,Hernandez,AT&T,4.992875,77,26.79,404.68,TikTok,2023-09-04 06:34:55,Port Christopher,Oregon,Mali,41078
Autumn,Anderson,T-Mobile,8.53528,55,62.58,490.41,WhatsApp,2023-12-25 15:12:32,Leeville,West Virginia,Benin,85692
Donna,Rios,T-Mobile,3.952423,34,45.5,437.36,WhatsApp,2023-07-11 01:24:49,Michelleland,Florida,Marshall Islands,72641
Jacob,Meyers,Sprint,6.823073,60,74.03,51.42,WhatsApp,2023-09-21 03:34:06,North Tylerport,New Hampshire,Maldives,53779
Mary,Valdez,AT&T,6.151958,38,75.73,224.79,YouTube,2024-02-02 20:15:58,Jessemouth,California,Brazil,31909
Robert,Klein,T-Mobile,2.818144,78,22.75,214.11,WhatsApp,2023-11-30 19:57:08,Harveyville,South Dakota,Pakistan,74659
Alex,Webb,AT&T,0.881438,25,94.88,84.79,YouTube,2023-08-26 10:10:31,Ashleeborough,Indiana,Singapore,11886
Emily,Johnson,Verizon,6.488652,20,6.88,17.85,Twitter,2024-04-16 23:25:34,Mariaville,Louisiana,Rwanda,21495
Shawn,Harris,AT&T,8.557251,46,94.97,12.64,TikTok,2024-05-12 03:35:47,Marthachester,Arizona,Uganda,30918
Jessica,Higgins,AT&T,7.879343,19,62.78,171.99,YouTube,2023-10-20 16:51:06,Alichester,Arkansas,Maldives,32792
Jennifer,Castillo,Sprint,3.308231,75,83.13,492.42,Snapchat,2023-06-14 09:12:48,Lake Garymouth,South Dakota,Eritrea,41100
Kristen,Mitchell,Sprint,5.306487,87,78.47,63.96,WhatsApp,2023-11-07 12:42:06,South Kennethshire,Pennsylvania,Nigeria,22823
Nicholas,Martinez,T-Mobile,4.927626,53,80.83,380.29,Facebook,2023-12-04 08:36:14,Hernandezton,Arizona,Reunion,64331
Patrick,Buchanan,Verizon,7.567765,60,75.48,451.75,Twitter,2024-04-27 14:43:54,Brittanymouth,Virginia,French Southern Territories,4120
Brittney,Ford,Verizon,1.091111,74,73.15,57.2,Twitter,2024-04-07 22:12:36,Port Lindsaytown,Maine,Guernsey,66313
Amanda,Johns,Verizon,1.574166,100,5.96,499.26,Instagram,2023-10-01 23:17:05,Lake Ashley,Connecticut,Hong Kong,39889
James,Phillips,Sprint,9.260542,86,44.08,293.04,TikTok,2024-03-11 07:39:58,New Patriciafort,Hawaii,Montserrat,30774
Christine,Hall,AT&T,2.654646,27,70.78,83.9,Facebook,2023-12-24 15:34:52,North Brianstad,Montana,Anguilla,44008
Emily,Anderson,Verizon,7.613317,43,54.74,92.25,Twitter,2023-09-10 06:13:22,Perryburgh,Delaware,San Marino,28225
Jonathan,Jones,Sprint,3.578936,38,80.54,352.57,TikTok,2023-08-27 07:20:56,East Gerald,North Dakota,Mexico,39790
Leroy,Cook,Verizon,9.862342,58,74.98,359.14,Twitter,2023-06-26 05:56:23,New Karen,Oklahoma,American Samoa,72961
Meagan,Moore,AT&T,9.806683,54,50.51,422.01,TikTok,2023-12-25 20:36:26,Nathanielburgh,Florida,Philippines,64625
Janet,Butler,Sprint,4.906515,90,57.59,128.7,YouTube,2023-11-03 16:57:15,New Erin,New Hampshire,Northern Mariana Islands,19852
Andrew,Price,AT&T,0.817038,100,48.41,393.97,Twitter,2023-10-29 16:58:00,Rodneyton,Nevada,Thailand,23150
Scott,Michael,Verizon,4.852522,99,28.57,379.25,Twitter,2024-01-10 23:38:52,East Robert,Florida,Kuwait,57246
Renee,Rice,Verizon,8.147186,62,70.18,174.91,Snapchat,2024-03-30 10:04:31,Port Sara,Connecticut,Sao Tome and Principe,77725
Sylvia,Washington,Sprint,5.996044,85,43.73,258.54,Snapchat,2023-06-05 03:45:53,Lake Mark,Alabama,Denmark,52913
Andrea,Stone,Sprint,2.625505,96,86.15,243.12,Twitter,2023-12-24 01:45:04,Courtneychester,Hawaii,Cameroon,99128
Tamara,Rivera,Sprint,1.261081,54,16.99,206.77,Facebook,2023-11-25 02:29:43,Francohaven,Pennsylvania,Bahrain,77657
Jessica,Maldonado,Verizon,8.469373,77,77.48,93.69,Instagram,2024-05-16 07:18:06,Pierceville,Idaho,Zimbabwe,12906
Cody,Perez,Sprint,2.490865,49,49.18,191.17,Twitter,2024-03-14 17:24:26,Lake Miguelhaven,Rhode Island,Estonia,90790
Chad,Cervantes,AT&T,5.607225,63,92.67,427.17,WhatsApp,2023-12-30 18:17:41,Turnerbury,Kansas,Mongolia,78617
Donald,Johnson,Verizon,1.025032,41,23.25,235.57,TikTok,2024-02-03 19:09:30,New Joshuatown,South Dakota,Isle of Man,1645
Amber,Moore,T-Mobile,0.95135,76,51.91,263.42,WhatsApp,2023-08-04 05:04:31,Jennyshire,Tennessee,Gibraltar,49232
Daniel,Nelson,AT&T,6.297653,44,15.79,258.37,Instagram,2024-04-20 00:36:51,Lake Carla,Delaware,Lesotho,78964
Brandon,Kemp,Verizon,8.756596,39,81.65,301.52,TikTok,2023-11-03 06:07:04,West Christina,Nevada,Christmas Island,64504
Jason,Gordon,T-Mobile,1.665527,24,93.0,381.22,TikTok,2023-08-01 22:30:36,Harrisview,Georgia,Bermuda,38955
Andre,Long,AT&T,4.592872,55,49.26,234.66,YouTube,2023-10-15 15:39:52,Martineztown,Nebraska,Turkey,53788
Matthew,Matthews,AT&T,2.578441,77,24.34,30.12,Instagram,2023-11-15 01:39:25,Lake Carmenport,Alabama,Russian Federation,9912
Christopher,Henderson,Sprint,3.000934,35,45.75,411.18,YouTube,2024-02-17 05:42:04,South Valerie,Arizona,Pitcairn Islands,11327
Ryan,Newman,AT&T,6.360133,56,20.8,268.49,Twitter,2023-11-16 17:38:11,Danielberg,Wisconsin,Malaysia,87368
Madison,Dominguez,Sprint,6.222072,44,98.57,463.14,YouTube,2024-01-22 01:17:16,South Jerry,Idaho,Iraq,82480
Christina,Harvey,Sprint,8.429475,35,61.06,395.22,TikTok,2024-04-27 21:32:35,Annaview,Idaho,Greece,29132
Michael,Johnson,Sprint,9.29494,52,21.27,23.43,Facebook,2023-08-30 01:45:58,West Jenna,Hawaii,Dominica,14276
Janet,Francis,Sprint,7.907572,88,81.58,41.38,Instagram,2024-05-21 22:47:47,Port Caroline,Kentucky,Wallis and Futuna,10347
Kristen,Johnson,Sprint,4.227221,64,72.99,170.98,TikTok,2023-06-23 03:18:54,West Larryport,New Hampshire,Puerto Rico,86568
Denise,Martin,T-Mobile,1.597277,56,67.57,124.65,Twitter,2024-05-11 14:27:22,South Amanda,Utah,Algeria,68681
Cindy,Martin,Verizon,5.838879,43,55.27,68.8,Twitter,2023-06-01 03:17:08,Kennethbury,Virginia,Zimbabwe,8353
Johnny,Sharp,Sprint,2.973817,77,63.24,392.29,Snapchat,2023-06-19 13:12:26,Lake Alice,Minnesota,Cook Islands,56785
Claire,Brown,Sprint,3.373314,75,88.3,189.36,WhatsApp,2024-02-11 07:52:18,Maryport,North Dakota,Christmas Island,31169
Christopher,Barrett,T-Mobile,8.377538,41,30.32,102.27,TikTok,2023-12-30 12:31:10,Lake Staceyville,Kansas,United States of America,71104
